ClauseLikeUnit(CLU)-value,Region,D/H,Age,Gender,Negation,CLUcomposite-value,CLUwithinCLU-value,CLUcomplex-value,LitTransl-value,FreeTransl-value,Duration,N-function-value,N-manual-value,N-nonmanual-value,N-position-value,HeadNegationStudy-value,HS,CA-value,MouthGestF-value,Mouthing-value,MouthingNegation-value,RH-IDgloss-value,LH-IDgloss-value,Comments-value,regularity
LN11F57WDC_CLU#041,London,deaf,57,F,Negated clause,Single,NA,NA,(me) don't-know me,I don't really know.,1115,Neg/response,Single,Absent,other,NHS,Absent,NA,PRESSED-LIPS,NA,Absent,"KNOW-NOT, PT:PRO1SG",NA,EM-OIR,Irregular
LN11F57WDC_CLU#047,London,deaf,57,F,Negated clause,Single,NA,NA,(but) they nothing (not have) human rights nothing there-them,"However they lack any human rights, do they?",3580,Neg/reprise,Multiple,Present,other,"HS, NHS, HS",Present,NA,"SYLL:ATH, PRESSED-LIPS ","human, right",Absent,"PT:PRO3SG/PT:LOC, NOTHING, PT:, FS:H-HUMAN, ENTITLEMENT, NOTHING, PT:PRO3SG/PT:LOC",FS:H-HUMAN,NA,Regular
LN11F57WDC_CLU#052,London,deaf,57,F,Negated clause,Single,NA,NA,there foreign (parents) no (not trapped),"In these other countries, the parents are free to discipline their child appropriately. ",990,Neg/declarative,Single,Present,post-predicate (non-reprise),"NHS, HS",Present,NA,NA,foreign,Absent,"PT:LOC/PT:DET, FOREIGN, NOTHING",NA,NA,Regular
LN11F57WDC_CLU#073,London,deaf,57,F,Negated clause,Single,NA,NA,foreign children (not) binge-drinking much,It's the opposite for the younger generation in other countries.,2060,Neg/declarative,Absent,Present,None,"NHS, HS ",Present,NA,PRESSED-LIPS ,"foreign, children",Absent,"FOREIGN, CHILD, ALCOHOL, FEW02",CHILD,GH: good example of topicalisation aligning theme/rheme,Regular
LN11F57WDC_CLU#078,London,deaf,57,F,Negated clause,Depend,NA,dependent,probably (here kids) not-being-allowed (drink wine),Probably making it a taboo would make it all worse.,1065,Neg/declarative,Single,Present,other,"NHS, HS",Present,NA,NA,"probably, not allow",Single,"PERHAPS, ALLOW",ALLOW,NA,Regular
LN11F57WDC_CLU#092,London,deaf,57,F,INDEFINITE,Single,NA,NA,(there's) no activities/nothing to-do,"Since there's no provision of activities, the youth are bored easily and find their pleasure with alcohol.  ",910,NA,Single,Present,pre-predicate,NHS,Absent,NA,NA,"no, activity",Single,"NOTHING, WORK",WORK,AS:I agree this is indefinite. Not sure whether it's 'there are no activities' or not. ,Regular
LN11F57WDC_CLU#093,London,deaf,57,F,Negated clause,Single,NA,NA,they-not (government) provide-them different (activities) nothing/they-don't,"Since there's no provision of activities, the youth are bored easily and find their pleasure with alcohol.  ",1830,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),"HS, NHS",Present,NA,SYLL:ATH,provide,Absent,"PT:, SERVICE, DIFFERENT, NOTHING","SERVICE, DIFFERENT, NOTHING",NA,Regular
LN11F57WDC_CLU#097,London,deaf,57,F,Negated clause,Single,NA,NA,"but-you-know me abroad them-there (no, not drinking heavily)",Whereas in the other countries I have seen the younger generation more motivated with something to do.,1670,Neg/declarative,Absent,Present,None,"NHS, HS ",Present,NA,NA,"abroad, abroad-prog",Absent,"BUT, PT:PRO1SG, FOREIGN, PT:DETPL/PT:LOC",NA,NA,Regular
LN11F57WDC_CLU#131,London,deaf,57,F,Negated clause,Single,NA,NA,nothing in-there breath-smell nothing (no smell of alcohol breath),He poured the drink into a container and inhaled it via his nose and did not have any bad breath afterwards. ,2600,Neg/reprise,Multiple,Present,reprise (clause-final),"HS, NHS",Present,NA,SYLL:ATH,breath,Absent,"NOTHING, PT:BODY-MOUTH, VAPOUR, NOTHING",NA,NA,Regular
LN11F57WDC_CLU#137,London,deaf,57,F,Negated clause,Single,NA,NA,(he was drunk) without drinking!,So he was intoxicated without drinking.,1615,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,without,Absent,"WITHOUT  , DRINK",WITHOUT  ,NA,Irregular
LN11F57WDC_CLU#139,London,deaf,57,F,Negated clause,Single,NA,NA,me never thought me!,I had never known that there were other ways to get drunk.,2070,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,"i, never, though(t)",Single,"PT:PRO1SG, NEVER, THINK, PT:PRO1SG, G:WELL","NEVER, G:WELL",NA,Regular
LN11F57WDC_CLU#141,London,deaf,57,F,Negated clause,Single,NA,NA,well me (can't) remember,I don't remember but think he was only twelve years old. ,910,Neg/declarative,Absent,Present,other,"HS, Nod",Present,NA,NA,can't remember,Single,"G:WELL, REMEMBER, PT:PRO1SG, G:WELL","G:WELL, REMEMBER, PT:PRO1SG, G:WELL",NA,Regular
LN11F57WDC_CLU#142,London,deaf,57,F,Negated clause,Single,NA,NA,well that me never thought me,I had never imagined that there were other ways.,2670,Neg/declarative,Single,Present,pre-predicate,"HS , NHS ",Present,NA,NA,"never, thought, thought-prog",Single,"G:WELL, PT:PRO1SG, PT:PRO3SG, NEVER, THINK, PT:PRO1SG","G:WELL, NEVER",NA,Regular
LN12F40BHC_CLU#016,London,deaf,40,F,Negated clause,Single,NA,NA,no mother-father (not deaf) no,"No, my parents are both hearing but my sister is deaf and we have three hearing brothers. ",2030,Neg/response,Multiple,Present,reprise (clause-final),HS,Present,NA,NA,"no, moth(er) fath(er), no",Multiple,"NO, MUM^FATHER, NO","NO, MUM^FATHER, NO",NA,Regular
LN12F40BHC_CLU#037,London,deaf,40,F,Negated clause,Depend,NA,independent,me will never meet him Mark-Nelson (or) whoever many-other-people,"If we had never moved here when we did, then I wouldn't have met people like Mark. ",3470,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"will, never, met, Mark, or",Single,"PT:PRO1SG, WILL, NEVER, MEET, PT:PRO3SG, SN:MARK-NELSON, PT:PRO3SG, WHO, PT:LBUOY, G:WELL","NEVER, MEET, LBUOY-FIVE, G:WELL",AW: var? hs on reversed hands from CF,Regular
LN12F40BHC_CLU#047,London,deaf,40,F,Negated clause,Depend,NA,dependent,(but) me (don't) regularly go-there,There's one in my area but I do not attend there regularly. ,1830,Neg/declarative,Absent,Present,None,HS,Present,NA,NA,"but I, not/don't regularly, go there",Single,"PT:PRO1SG, REGULAR, GO-TO","REGULAR, GO-TO","SG: is she referring to Woolwich Deaf Club here or a different one that she hasnt named? GH: one of two possible clubs, but I think exact name is not important bc signer herself doesn't know/can't remember",Regular
LN12F40BHC_CLU#051,London,deaf,40,F,Negated clause,Single,NA,NA,not locally (me didn't party locally),As I used to socialise well away from my local area. ,1230,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"not, local",Single,"NOT-YET, AREA","NOT-YET, AREA",NA,Irregular
LN12F40BHC_CLU#093,London,deaf,40,F,Negated clause,Single,NA,NA,they well strict legislation nothing (they didn't have strict requirements),"It wasn't as regulated as we have now with the Child Protection laws, we didn't have anything like that in the past. ",1955,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,PRESSED-LIPS,"registrar, registrar-prog",Absent,"PT:, G:WELL, STRICT, BOOKED, NOTHING","STRICT, BOOKED, NOTHING",NA,Regular
LN12F40BHC_CLU#095,London,deaf,40,F,Negated clause,Depend,NA,dependent,(but) before (there was) nothing,"It wasn't as regulated as we have now with the Child Protection laws, we didn't have anything like that in the past. ",1430,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,NA,"but before, no",Single,"PAST, NOTHING","PAST, NOTHING",NA,Regular
LN23M33WDC_CLU#026,London,deaf,33,M,Negated clause,Single,NA,NA,no (that's not allowed),"They need to, no they cannot carry them forward.  They are only limited to five days carry over subject to my approval.",550,Neg/response,Single,Present,other,HS1,Present,NA,NA,no,Single,NOT,NA,"GH: Response, but also imperitive and so included here",Regular
LN23M33WDC_CLU#059,London,deaf,33,M,Negated clause?,Single,NA,NA,but-well (no that's not the case/not necessary),That's a problem for some people who assume that they have to book a 'real holiday' and fly abroad during their Annual Leave dates. ,875,Neg/response,Absent,Present,None,HS,Present,NA,NA,NA,Absent,G:WELL,G:WELL,NA,Regular
LN23M33WDC_CLU#066,London,deaf,33,M,Negated clause,Single,NA,NA,(no) wallpaper nothing?,Are you planning just to paint the walls and not to put up any wallpaper?,1030,Neg/interrogative,Single,Present,other,HS,Present,NA,NA,"wallpaper, nothing",Single,"WALL, NO",WALL,NA,Regular
LN23M33WDC_CLU#090,London,deaf,33,M,Negated clause,Single,NA,NA,like (ceiling) up-there (me) not-like up-there (ceiling),"No, it's a common practice where if one doesn't like his ceiling, rather than to plaster over it. ",2230,Neg/declarative,Single,Present,other,"NHS, HS",Present,NA,EXPRESSION,like,Absent,"SAME, PT:LOC, LIKE-NOT, PT:LOC","SAME, PT:LOC",NA,Irregular
LN23M33WDC_CLU#091,London,deaf,33,M,Negated clause,Single,NA,NA,plaster-over (ceiling not possible/didn't work) well,"No, it's a common practice where if one doesn't like his ceiling, rather than to plaster over it. ",1710,Neg/declarative,Single,Present,post-predicate (non-reprise),"NHS, HS",Present,CA:SIGNER,PRESSED-LIPS,plas(ter),Absent,"G:CA:PLASTER-WALL/DSH(GRIP)-MOVE, G:WELL","G:CA:HOLD-HAND-OUT, G:WELL",NA,Regular
LN23M33WDC_CLU#104,London,deaf,33,M,Negated clause,Single,NA,NA,(yes) mean plaster-over try improve-fix (no it didn't work),My other friend had inspected it and spotted that the other plasterer had tried to cover up bad quality but cannot get the desired effect. ,2640,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"Nod1, NHS, HS",Present,CA:SIGNER,NA,"mean, try",Absent,"PT:PRO3SG, MEANING, G:CA:PLASTER-CEILING/DSH(FIST)-MOVE, TRY, INDECIPHERABLE, G:WELL","MEANING, FBUOY, TRY, INDECIPHERABLE, G:WELL",NA,Regular
LN23M33WDC_CLU#113,London,deaf,33,M,Negated clause,Single,NA,NA,"(me) finished (my) bedroom me finished me? (me no, not finished) well",Have I finished my bedroom? I'm nowhere near!,2115,Neg/response,Absent,Present,None,"NHS, HS",Present,NA,NA,"finish, bed, room, finish",Absent,"FINISH, SLEEP03, PT:PRO1SG, FINISH, PT:PRO1SG, INDECIPHERABLE, G:WELL",NA,"EM: I think it's an OIR, but a rhetorical question. GH: internal question-response frame",Regular
LN23M33WDC_CLU#117,London,deaf,33,M,Negated clause,Single,NA,NA,last-two two nights me not-yet wake-up once not-yet,I've not woken in the middle of the night for the last two nights.,2910,Neg/reprise,Multiple,Present,reprise (clause-final),"NHS, HS",Present,NA,"SYLL:SHH, SYLL:SHH","two, night, I, up, once",Absent,"PT:LOC, PT:LOC, TWO, NIGHT, PT:PRO1SG, NOT-YET, WAKE, ONCE, NOT-YET",NA,NA,Irregular
LN23M33WDC_CLU#123,London,deaf,33,M,Non-negated clause,Single,NA,NA,me pay-them (with) no interest me,While I pay off without any interest!,1910,NA,Single,Present,post-predicate (non-reprise),"NHS, HS, NHS",Present,NA,NA,"pay, no, interest",Single,"PT:PRO1SG, RENT, NOT, FS:I-INTEREST, PT:PRO1SG","NOT, FS:I-INTEREST",NA,Regular
LN23M33WDC_CLU#125,London,deaf,33,M,Negated clause,Single,NA,NA,(but) him-there Ronny well now (not) working nothing/Ronny not-have work,Ronny is currently still unemployed.,2475,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,NA,"Ron, now, work, nothing, nothing-prog",Single,"PT:PRO3SG, SN:RONNY, G:WELL, NOW, WORK, NOTHING, G:WELL","G:WELL, NOW, WORK, NOTHING, G:WELL",NA,Regular
LN23M33WDC_CLU#135,London,deaf,33,M,Negated clause,Depend,NA,dependent,(but) me not-know where go,I've taken the day off work for Friday so that we can go out together but I still don't know where we will go. ,910,Neg/declarative,Single,Present,other,HS,Present,NA,NA,"but, don't know, where, go",Single,"PT:PRO1SG, KNOW-NOT, WHERE, GO02, G:WELL",NA,NA,Irregular
LN23M33WDC_CLU#137,London,deaf,33,M,Negated clause,Single,NA,NA,me not-know (what we do),"No, we both want to do something but we don't know what.",590,Neg/declarative,Single,Present,other,NHS,Absent,NA,NA,don't (know),Single,"PT:PRO1SG, KNOW-NOT ",KNOW-NOT ,NA,Irregular
LN23M33WDC_CLU#138,London,deaf,33,M,Negated clause,Depend? ,NA,independent,unfortunately me drive there beach no (no we won't do that),We can't drive to the beach as the weather isn't good.,1635,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"NHS, HS",Present,NA,NA,"drive, beach",Absent,"BAD, PT:PRO1SG, DRIVE, PT:LOC, BEACH, G:WELL","DRIVE, FBUOY, BEACH, G:WELL",NA,Regular
LN24M31BHC_LH_CLU#004,London,hearing,31,M,Negated clause?,Single,NA,NA,well (me don't know why/it's a mystery),"Yen is fine, but she's experiencing some itchness around her body. ",755,Neg/response,Single,Present,other,HS,Present,CA:SIGNER?,PRESSED-LIPS,NA,Absent,G:WELL,G:WELL,GH: Same as hearing co-speech gesture negation,Regular
LN24M31BHC_LH_CLU#033,London,hearing,31,M,Negated clause,Single,NA,NA,me (don't want to) miss (my) job,I don't want to miss much of my job but the problem is that there are only two of us in the office. My colleague is due to go on a holiday in January. ,965,Neg/declarative,Absent,Present,None,"HS, NHS",Present,NA,NA,"don't want, miss, job",Single,"PT:PRO1SG, DISAPPEAR, WORK","DISAPPEAR, WORK",NA,Regular
LN24M31BHC_LH_CLU#039,London,hearing,31,M,Negated clause,Single,NA,NA,(me) not-yet (oh well),I will need to confer with my boss soon. ,745,Neg/declarative,Single,Present,other,HS,Present,NA,SYLL:SHH,NA,Absent,"NOT-YET, G:WELL","NOT-YET, G:WELL",NA,Irregular
LN24M31BHC_LH_CLU#040,London,hearing,31,M,Negated clause,Single,NA,NA,our boss doesn't-know not-yet,Our boss doesn't know yet except for my colleague. ,1270,Neg/declarative,Multiple,Present,other,"NHS, HS",Present,NA,SYLL:SHH,"our, boss, don't know",Single,"PT:POSS1SG, BOSS, KNOW-NOT, NOT-YET","PT:POSS1SG, BOSS, KNOW-NOT, NOT-YET",NA,Irregular
LN24M31BHC_LH_CLU#046,London,hearing,31,M,Negated clause,Single,NA,NA,can't (you) transfer (annual leave days) can't?,Can't you carry over the annual leave days?,1680,Neg/reprise,Single,Present,reprise (clause-final),HS,Present,NA,NA,"can't, transfer, can't",Multiple,"CAN, MOVE, CAN-NOT","MOVE, CAN-NOT",NA,Irregular
LN24M31BHC_LH_CLU#047,London,hearing,31,M,Negated clause,SharedCecho,NA,NA,not-allowed! (absolutely cannot transfer annual leave days to following year),They'd be expired?,900,Neg/imperative,Single,Absent,other,Nod1,Absent,NA,NA,NA,Absent,FINISH02,FINISH02,NA,Regular
LN24M31BHC_LH_CLU#063,London,hearing,31,M,INDEFINITE,Single,NA,NA,(me had been) doing-nothing procrastinating stalled,I thought I'd decorate my flat as I had been procrastinating for a while. ,1105,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,SYLL:THH ,NA,Absent,"NOTHING, DELAY, THAT-IS-ALL/SHOULDN'T(FALSE-START), STAY","NOTHING, DELAY, THAT-IS-ALL/SHOULDN'T(FALSE-START), STAY","AS:I really feel that NOTHING is a CLU on its own: 'nothing has happened' GH: You don't think the mouth gesture suggests it's one utterance?, JF: looks unmodified but now congruent because of preceding verb ",Irregular
LN24M31BHC_LH_CLU#068,London,hearing,31,M,Negated clause,Depend,NA,dependent,(if she not happy),Otherwise I'd have to buy another tub of paint. ,473,Neg/declarative,Absent,Present,None,HS,Present,CA:SIGNER,NA,if not,Single,FBUOY,FBUOY,GH: another example of mixed CA/IS role,Regular
LN24M31BHC_LH_CLU#086,London,hearing,31,M,Negated clause,SharedCecho,NA,NA,"no (you) cannot (summon professional, really??)",Oh really you can't?,1070,Neg/interrogative,Multiple,Present,other,HS,Present,NA,NA,NA,Absent,"KNOW(FALSE-START), NOTHING, CAN-NOT",CAN-NOT,NA,Irregular
LN24M31BHC_LH_CLU#098,London,hearing,31,M,Negated clause,Depend,NA,dependent,(if you) not-like (it)?,If you don't like it then you could give it to me!,270,Neg/declarative,Single,Present,other,HS,Present,NA,NA,not like it,Single,LIKE-NOT,NA,NA,Irregular
LN24M31BHC_LH_CLU#118,London,hearing,31,M,Negated clause,Single,NA,NA,(but you) not driving no?,You won't be driving after that?,1205,Neg/interrogative,Single,Present,post-predicate (non-reprise & clause-final),HS,Present,NA,NA,drive,Absent,"NO/PT:PRO2SG, DRIVE, NO",DRIVE,NA,Regular
LN24M31BHC_LH_CLU#122,London,hearing,31,M,Negated clause,Single,NA,NA,(but you) not drinking?,Ah so you're not planning to drink at all?,944,Neg/interrogative,Multiple,Present,reprise (clause-final),HS,Present,NA,NA,"not, drinking",Single,"NO, DRINK, NO",TBUOY,NA,Regular
LN24M31BHC_LH_CLU#123,London,hearing,31,M,Negated clause?,Single,NA,NA,no (not drinking at all),Ah so you're not planning to drink at all?,361,Neg/response,Single,Present,other,HS,Present,NA,NA,NA,Absent,NOT,NA,NA,Regular
LN24M31BHC_LH_CLU#139,London,hearing,31,M,Negated clause,Single,NA,NA,(he think) should he move-date (of party no he should not),He did think about deferring his party but decided to keep the date as planned. ,1480,Neg/response,Absent,Present,None,"NHS, HS",Present,NA,NA,"should, move",Absent,"SHOULD, DELAY","SHOULD, PT:PRO3SG, DELAY",EM: I don't think this is a question.,Regular
LN25M76WHC_CLU#015,London,hearing,76,M,Negated clause,Embed?,contained,NA,(you) feel ill nothing (you don't feel ill) you,Though you said you don't recall feeling ill.,947,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),NHS,Absent,CD:SIGNER'S-INTERACTANT,NA,"feel, ill, nothing",Single,"FEEL, ILL, NOTHING, PT:PRO2SG","FEEL, ILL",NA,Regular
LN25M76WHC_CLU#017,London,hearing,76,M,Negated clause,Single,NA,NA,maybe! (me) not-know,"It could have been the pudding or the turkey, who knows!",1707,Neg/declarative,Single,Absent,other,NHS,Absent,NA,PRESSED-LIPS,NA,Absent,"PERHAPS, KNOW-NOT",NA,GH: Negation is more interactive,Irregular
LN25M76WHC_CLU#020,London,hearing,76,M,Negated clause,Single,NA,NA,(me) feel dizzy (not) well me,I didn't feel well and got a bit dizzy.,2351,Neg/declarative,Absent,Present,None,"NHS, HS",Present,CA:SIGNER ,NA,"feel, not well",Single,"FEEL, G:CA:DIZZY, WELL, PT:PRO1SG","G:CA:DIZZY, WELL",NA,Regular
LN25M76WHC_CLU#022,London,hearing,76,M,Negated clause,Embed,contained,NA,me (not) coming (to) Cubs me not-at-all,I had asked a friend to let them know at the cubs that I wouldn't be coming as I was feeling ill. ,1542,Neg/response,Single,Present,post-predicate (non-reprise),HS,Present,CD:SIGNER,PRESSED-LIPS,cubs,Absent,"PT:PRO1SG, FROM-TO, CUBS, PT:PRO1SG, NO",NO,NA,Regular
LN25M76WHC_CLU#055,London,hearing,76,M,Negated clause,Single,NA,NA,which-one they not-sure,They weren't too sure and sent me to the hospital. ,1229,Neg/declarative,Single,Present,other,HS,Present,CA:DOCTOR,NA,not sure,Single,"WHICH, TRUE-NOT, PT:PRO3SG","WHICH, TRUE-NOT",NA,?
LN25M76WHC_CLU#059,London,hearing,76,M,Negated clause,Single,NA,NA,he couldn't-be-bothered,Indeed I was lucky for my Mother as my Father wasn't too bothered. ,1073,Neg/declarative,Single,Present,other,NHS,Absent,NA,NA,bother,Absent,"PROBLEM-NOT, PT:PRO3SG",PROBLEM-NOT,NA,?
LN25M76WHC_CLU#065,London,hearing,76,M,Negated clause?,Single,NA,NA,after-that me well-no-idea,I can't remember much after that as I was sent to the hospital.,705,Neg/declarative,Single,Present,post-predicate (non-reprise & clause-final),HS,Present,NA,PRESSED-LIPS,NA,Absent,"NEXT, PT:PRO3SG, G:WELL","NEXT, G:WELL",NA,Regular
LN25M76WHC_CLU#096,London,hearing,76,M,Negated clause,Depend,NA,independent,really mother not religious person she (no),In a state of panic she immediately knelt down at home and prayed to God even though she wasn't a Christian. ,3050,Neg/declarative,Single,Present,pre-predicate,"NHS, HS",Present,NA,NA,"really, mother, not, religious, person",Single,"TRUE, MOTHER, NOT, CATHOLIC02, PERSON, PT:PRO3SG","TRUE, MOTHER, NOT",NA,Regular
LN25M76WHC_CLU#098,London,hearing,76,M,Negated clause,Single,NA,NA,please not take-from-me please not take him,She pleaded to God not to take me. ,1953,Neg/reprise,Multiple,Present,reprise (clause-final),HS,Present,CD:SIGNER'S-MOTHER,NA,"please, don't, take him, please, don't, take, him",Multiple,"PLEASE, NOT, TAKE, PLEASE, NO, TAKE, PT:PRO3SG",NA,SS: the head more in direction than the eyes,Regular
LN25M76WHC_CLU#101,London,hearing,76,M,Negated clause?,Single,NA,NA,"(he say) ""hey no (he'll be) alright don't-worry""",Father came in and saw Mother kneeling down and reassured her that I would be alright. ,2148,Neg/response,Single,Present,pre-predicate,HS,Present,CD:SIGNER'S-FATHER,NA,"be alright, don't worry",Single,"G:HEY, NO, GOOD, SETTLE","NO, GOOD, SETTLE",NA,Regular
LN25M76WHC_CLU#115,London,hearing,76,M,Negated clause,Depend,NA,dependent,(it's) true (or) not?,"Whether that was true or not, I don't know but wasn't it strange though? ",790,Neg/alternative,Single,Present,post-predicate (non-reprise & clause-final),NHS,Absent,NA,NA,"true, or not",Single,"TRUE, NOT","TRUE, NOT","EM: I don't think it's a question or maybe a borderline one.  GH: he answers the question himself, internal response frame",Regular
LN25M76WHC_CLU#116,London,hearing,76,M,Negated clause,Depend,NA,independent,(me) don't-know,"Whether that was true or not, I don't know but wasn't it strange though? ",586,Neg/response,Single,Present,other,NHS,Absent,NA,PRESSED-LIPS,NA,Absent,KNOW-NOT,KNOW-NOT,NA,Irregular
LN25M76WHC_CLU#125,London,hearing,76,M,Negated clause,Single,NA,NA,but honestly (me) not religious person me,But to be honest with you I am not a religious person.,3192,Neg/declarative,Single,Present,pre-predicate,"HS, Nod",Present,NA,NA,"but, honest, I'm not, religious, person",Single,"BUT, ADD-TO-SIGNBANK(PROMISE2), NOT, PRAY, PERSON, PT:PRO1SG",PRAY,NA,Regular
LN25M76WHC_CLU#131,London,hearing,76,M,Negated clause,Single,NA,NA,please not take-her don't,She was very ill and I petitioned to God not to take her as she was young and should not die and there you go. ,1066,Neg/reprise,Single,Present,reprise (clause-final),HS,Present,CD:SIGNER,NA,don't,Single,"PLEASE, NOT, TAKE, NOT",NA,NA,Regular
LN25M76WHC_CLU#133,London,hearing,76,M,Negated clause,Single,NA,NA,she shouldn't die,She was very ill and I petitioned to God not to take her as she was young and should not die and there you go. ,1184,Neg/reprise,Multiple,Present,pre-predicate,"NHS, HS",Present,CD:SIGNER,NA,"shouldn't, die",Single,"PT:PRO3SG, NOT, NOT, DIE","NOT, NOT, DIE",NA,Regular
LN25M76WHC_CLU#140,London,hearing,76,M,Negated clause,Single,NA,NA,other times (me) dismiss not-bother,It really looks bad when I only pray when I want something or for His help but in other times I am not too bothered so that renders me as a two faced person. ,1629,Neg/declarative,Single,Present,other,NHS,Absent,CA:SIGNER,NA,"other, time, don't bother",Single,"OTHER, TIME, GO/G:DISMISS, PROBLEM-NOT","OTHER, TIME, FBUOY, PROBLEM-NOT",NA,?
LN25M76WHC_CLU#151,London,hearing,76,M,Negated clause,Single,NA,NA,it (not massive scale) big massacre no,Although not on the same scale of massacre.,1912,Neg/reprise,Single,Present,post-predicate (non-reprise & clause-final),"HS, NHS, HS",Present,CA:SIGNER/BIG-EVENT?,NA,"not, no",Single,"PT:, BIG, KILL, NOTHING",BIG,"GH: interesting, I think it's CA but not sure who!",Regular
LN26M77WHC_CLU#021,London,hearing,77,M,Negated clause,Single,NA,NA,(me) feel ill no nothing,As I was out of it I did not feel ill at all. ,1513,Neg/response,Single,Present,post-predicate (non-reprise & clause-final),"HS , NHS",Present,NA,NA,"feel, ill, nothing, nothing-prog",Single,"FEEL, ILL02, NO, NOTHING","ILL02, NO, NOTHING",NA,Regular
LN26M77WHC_CLU#022,London,hearing,77,M,Negated clause,Single,NA,NA,(me not) feel (much) ,I didn't feel much but noticed that Mother looked worried and that was it.,829,Neg/declarative,Absent,Present,None,HS,Present,CA:SIGNER,NA,much,Absent,FEEL,FEEL,SG: aspectual?? GH: I think CA this one,Regular
LN26M77WHC_CLU#037,London,hearing,77,M,Negated clause,Single,NA,NA,me don't-know,I don't know about me as I don't remember being taken in to hospital at all.,645,Neg/declarative,Single,Absent,other,NHS,Absent,NA,NA,me,Absent,"PT:PRO1SG, KNOW-NOT",NA,NA,Irregular
LN26M77WHC_CLU#040,London,hearing,77,M,Negated clause,Single,NA,NA,(me) remember nothing (about) that really nothing (I don't remember anything about that),I don't know about me as I don't remember being taken in to hospital at all.,1748,Neg/reprise,Multiple,Present,reprise (clause-final),HS,Present,NA,NA,"I remember, nothing, about that, really",Single,"REMEMBER, NOTHING, PT:PRO3SG, NOTHING, G:WELL","FBUOY, NOTHING",NA,Regular
LN26M77WHC_CLU#059,London,hearing,77,M,Negated clause,EmbedDepend,contained,independent,(we) cannot prove it cannot,"I know you can't prove it but some people feel that after praying, whetever you had been asking for, your prayer has been answered. ",1629,Neg/reprise,Multiple,Present,reprise (clause-final),NHS,Absent,NA,NA,"can't, prove, it, can't",Multiple,"CAN-NOT, UNKNOWN(PROVE), FS:IT, CAN-NOT",FS:IT,NA,Irregular
LN26M77WHC_CLU#065,London,hearing,77,M,Negated clause,Single,NA,NA,not always but-well...,Although it's not always the case.,2283,Neg/declarative,Single,Present,pre-predicate,NHS,Absent,NA,NA,"not, always",Single,"NO, ALWAYS02, G:WELL",G:WELL,EM: I don't think it's a question.,Regular
LN26M77WHC_CLU#107,London,hearing,77,M,Negated clause,Single,NA,NA,cannot believe it me,It's unbelievable.,1396,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"can't, believe, it",Single,"CAN-NOT, BELIEVE, FS:IT, PT:PRO1SG","BELIEVE, FS:IT",NA,Irregular
LN26M77WHC_CLU#108,London,hearing,77,M,Negated clause,Single,NA,NA,(me) cannot believe --,I really can't believe it.,721,Neg/declarative,Single,Present,pre-predicate,HS,Present,NA,NA,"can't, believe",Single,NA,"CAN-NOT, BELIEVE",NA,Regular
LN26M77WHC_CLU#112,London,hearing,77,M,Negated clause,Single,NA,NA,(it) doesn't help,I am sure it doesn't help at all.,1172,Neg/declarative,Single,Present,pre-predicate,"HS, Nod",Present,NA,NA,"doesn't, help",Single,"NOT, HELP","NOT, HELP",NA,Regular
LN26M77WHC_CLU#124,London,hearing,77,M,Non-negated clause?,Single,NA,NA,from-then-on (not) long really (things got) better improved,"After that point, it wasn't long before things had improved.",3562,NA,Absent,Present,pre-predicate,"NHS, HS, Nod, NHS , Nod",Present,NA,NA,"not long, really, better, improve",Single,"FROM-THEN-ON, SLOW, TRUE, G:WELL, BETTER, IMPROVE","FROM-THEN-ON, SLOW, TRUE, G:WELL, BETTER, IMPROVE",NA,Regular
LN26M77WHC_CLU#130,London,hearing,77,M,Negated clause,Single,NA,NA,(can't) hear (can't) see anything you-know!,I couldn't hear any longer and couldn't see at all.,3951,Neg/declarative,Absent,Present,None,"HS, NHS",Present,CA:SIGNER,NA,"can't hear, can't see",Multiple,"HEAR, G:WELL, LOOK, G:WELL",G:WELL,"EM: I don't think it's a question., JF: UG could be removed",Regular
LN26M77WHC_CLU#147,London,hearing,77,M,Non-negated clause ,Single ,NA,NA,(me) fully blind (not) long maybe one month one month,"I wasn't fully blind for long, perhaps a month.",4567,NA,Absent,Present,None,"NHS , HS, NHS  ",Present,NA,NA,"full, blind, not long, maybe, one, month, one, month",Single,"FULL, BLIND, SLOW, MAYBE, ONE, MONTH, ONE, MONTH","FULL, SLOW, MONTH, TBUOY, MONTH",NA,Regular
